,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_colsample_bytree,param_gamma,param_max_depth,param_min_child_weight,param_subsample,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score
476,0.4831514358520508,0.01691043409150419,0.0376065731048584,0.0026748148516652893,1.0,2,2,10,1.0,"{'colsample_bytree': 1.0, 'gamma': 2, 'max_depth': 2, 'min_child_weight': 10, 'subsample': 1.0}",0.6466019417475728,0.6356367789834381,0.6388349514563106,0.6406624785836664,0.6366232579392278,0.6396718817420431,0.003880299664965233,406
477,0.5536513805389405,0.014506173275055677,0.038814544677734375,0.0004369422827715814,1.0,2,4,1,0.6,"{'colsample_bytree': 1.0, 'gamma': 2, 'max_depth': 4, 'min_child_weight': 1, 'subsample': 0.6}",0.6547115933752141,0.6525414049114792,0.6471730439748715,0.6518560822387207,0.648503541238291,0.6509571331477153,0.002747851605002542,286
478,0.5524799823760986,0.006772969209471002,0.039081382751464847,0.00038681300668316846,1.0,2,4,1,0.8,"{'colsample_bytree': 1.0, 'gamma': 2, 'max_depth': 4, 'min_child_weight': 1, 'subsample': 0.8}",0.6547115933752141,0.6525414049114792,0.6471730439748715,0.6518560822387207,0.648503541238291,0.6509571331477153,0.002747851605002542,286
479,0.5446480751037598,0.0015362315986392492,0.03972444534301758,0.0024147087203700234,1.0,2,4,1,1.0,"{'colsample_bytree': 1.0, 'gamma': 2, 'max_depth': 4, 'min_child_weight': 1, 'subsample': 1.0}",0.6547115933752141,0.6525414049114792,0.6471730439748715,0.6518560822387207,0.648503541238291,0.6509571331477153,0.002747851605002542,286
480,0.5507060527801514,0.007543381734595828,0.03925542831420899,0.0005284167177496343,1.0,2,4,5,0.6,"{'colsample_bytree': 1.0, 'gamma': 2, 'max_depth': 4, 'min_child_weight': 5, 'subsample': 0.6}",0.6545973729297544,0.6518560822387207,0.6458023986293546,0.6501427755568246,0.6475896732922093,0.6499976605293728,0.0030993795744077126,331
481,0.554085111618042,0.010905333100525369,0.03922414779663086,0.001003649100199998,1.0,2,4,5,0.8,"{'colsample_bytree': 1.0, 'gamma': 2, 'max_depth': 4, 'min_child_weight': 5, 'subsample': 0.8}",0.6545973729297544,0.6518560822387207,0.6458023986293546,0.6501427755568246,0.6475896732922093,0.6499976605293728,0.0030993795744077126,331
482,0.544553565979004,0.004891118942481544,0.03851475715637207,0.0008001986989066498,1.0,2,4,5,1.0,"{'colsample_bytree': 1.0, 'gamma': 2, 'max_depth': 4, 'min_child_weight': 5, 'subsample': 1.0}",0.6545973729297544,0.6518560822387207,0.6458023986293546,0.6501427755568246,0.6475896732922093,0.6499976605293728,0.0030993795744077126,331
483,0.5516528129577637,0.016642157474523456,0.0389653205871582,0.0002793270640197817,1.0,2,4,10,0.6,"{'colsample_bytree': 1.0, 'gamma': 2, 'max_depth': 4, 'min_child_weight': 10, 'subsample': 0.6}",0.6564249000571102,0.653455168475157,0.6458023986293546,0.6498001142204455,0.6506739776102353,0.6512313117984605,0.003570740640854321,256
484,0.5495414733886719,0.005207100726600196,0.039838218688964845,0.0008777201373013179,1.0,2,4,10,0.8,"{'colsample_bytree': 1.0, 'gamma': 2, 'max_depth': 4, 'min_child_weight': 10, 'subsample': 0.8}",0.6564249000571102,0.653455168475157,0.6458023986293546,0.6498001142204455,0.6506739776102353,0.6512313117984605,0.003570740640854321,256
485,0.5439102172851562,0.004603897882818503,0.038853025436401366,0.000492179978019659,1.0,2,4,10,1.0,"{'colsample_bytree': 1.0, 'gamma': 2, 'max_depth': 4, 'min_child_weight': 10, 'subsample': 1.0}",0.6564249000571102,0.653455168475157,0.6458023986293546,0.6498001142204455,0.6506739776102353,0.6512313117984605,0.003570740640854321,256
