타임스탬프,"Q1_""Never tell anyone the real reason you did something unless it is useful to do so.""","Q2_""The best way to handle people is to tell them what they want to hear.""","Q3_""One should take action only when sure it is morally right.""","Q4_""Most people are basically good and kind.""","Q5_""It is safest to assume that all people have a vicious streak and it will come out when they are given a chance.""","Q6_""Honesty is the best policy in all cases.""","Q7_""There is no excuse for lying to someone else.""","Q8_""Generally speaking, people won't work hard unless they're forced to do so.""","Q9_""All in all, it is better to be humble and honest than to be important and dishonest.""","Q10_""When you ask someone to do something for you, it is best to give the real reasons for wanting it rather than giving reasons which carry more weight.""","Q11_""Most people who get ahead in the world lead clean, moral lives.""","Q12_""Anyone who completely trusts anyone else is asking for trouble.""","Q13_""The biggest difference between most criminals and other people is that the criminals are stupid enough to get caught.""","Q14_""Most people are brave.""","Q15_""It is wise to flatter important people.""","Q16_""It is possible to be good in all respects.""","Q17_""P.T. Barnum was wrong when he said that there's a sucker born every minute.""","Q18_""It is hard to get ahead without cutting corners here and there.""","Q19_""People suffering from incurable diseases should have the choice of being put painlessly to death.""","Q20_""Most people forget more easily the death of their parents than the loss of their property.""","지금부터 10개의 문제는 성격을 묻는 질문입니다.  ""I see myself as: Extraverted, enthusiastic'"," ""I see myself as: Critical, quarrelsome.'"," ""I see myself as: Dependable, self-disciplined.'"," ""I see myself as: Anxious, easily upset.'"," ""I see myself as: Open to new experiences, complex.'"," ""I see myself as: Reserved, quiet.'"," ""I see myself as: Sympathetic, warm.'"," ""I see myself as: Disorganized, careless.'"," ""I see myself as: Calm, emotionally stable.'"," ""I see myself as: Conventional, uncreative.'","지금부터 16개의 문제는 단어의 뜻을 알고계신지 여부를 묻는 질문입니다.   ""you are sure you know: boat.'"," ""you are sure you know: incoherent.'"," ""you are sure you know: pallid.'"," ""you are sure you know: robot.'"," ""you are sure you know: audible.'"," ""you are sure you know: cuivocal.'"," ""you are sure you know: paucity.'"," ""you are sure you know: epistemology.'"," ""you are sure you know: florted.'"," ""you are sure you know: decide.'"," ""you are sure you know: pastiche.'"," ""you are sure you know: verdid.'"," ""you are sure you know: abysmal.'"," ""you are sure you know: lucid.'"," ""you are sure you know: betray.'"," ""you are sure you know: funny.'","""How much education have you completed?""","""What type of area did you live when you were a child?""","""What is your gender?""","""Is English your native language?""","""How many years old are you?""","""What hand do you use to write with?""","""What is your religion?""","""What is your sexual orientation?""","""What is your race?""","""Have you voted in a national election in the past year?""","""What is your marital status?""","""Including you, how many children did your mother have?"""
2020. 11. 9 오후 7:15:52,2=Slightly disagree,1=Disagree,5=Agree,5=Agree,3=Neutral,4=Slightly agree,3=Neutral,2=Slightly disagree,5=Agree,5=Agree,3=Neutral,4=Slightly agree,1=Disagree,4=Slightly agree,1=Disagree,4=Slightly agree,5=Agree,1=Disagree,4=Slightly agree,1=Disagree,6=Agree moderately,3=Disagree a little,6=Agree moderately,6=Agree moderately,5=Agree a little,1=Disagree strongly,5=Agree a little,2=Disagree moderately,5=Agree a little,4=Neither agree nor disagree,1= yes,1= yes,1= yes,1= yes,1= yes,0= no,0= no,0= no,0= no,1= yes,0= no,0= no,1= yes,1= yes,1= yes,1= yes,4=Graduate degree,"3=Urban (town, city)",2=Female,1=Yes,59,1=Right,7=Christian (Other),1=Heterosexual,10=Asian,0=No,3=Previously married,1
