iter	Passed	Remaining
165	1869	9393
166	1880	9379
167	1891	9369
168	1902	9356
169	1914	9348
170	1924	9332
171	1935	9318
172	1948	9313
173	1959	9304
174	1972	9299
175	1983	9287
176	1996	9284
177	2008	9273
178	2019	9262
179	2030	9248
180	2041	9237
181	2052	9223
182	2063	9210
183	2074	9199
184	2084	9184
185	2097	9177
186	2108	9167
187	2120	9160
188	2132	9149
189	2144	9141
190	2155	9129
191	2166	9118
192	2179	9112
193	2191	9105
194	2202	9094
195	2214	9082
196	2225	9073
197	2238	9065
198	2249	9055
199	2260	9043
200	2272	9035
201	2285	9028
202	2296	9018
203	2308	9009
204	2321	9001
205	2333	8992
206	2344	8982
207	2355	8969
208	2367	8959
209	2378	8947
210	2390	8938
211	2401	8925
212	2412	8911
213	2423	8900
214	2434	8890
215	2445	8876
216	2456	8864
217	2468	8853
218	2478	8839
219	2491	8833
220	2502	8821
221	2514	8813
222	2525	8799
223	2537	8789
224	2547	8775
225	2559	8766
226	2571	8755
227	2582	8745
228	2593	8733
229	2605	8721
230	2616	8709
231	2627	8696
232	2639	8689
233	2650	8676
234	2661	8662
235	2672	8651
236	2684	8641
237	2694	8627
238	2705	8615
239	2717	8604
240	2728	8593
241	2739	8581
242	2750	8568
243	2762	8558
244	2773	8546
245	2784	8536
246	2795	8522
247	2807	8511
248	2818	8501
249	2830	8490
250	2840	8477
251	2851	8465
252	2863	8455
253	2875	8444
254	2886	8433
255	2897	8420
256	2909	8410
257	2919	8397
258	2932	8388
259	2944	8379
260	2956	8370
261	2968	8360
262	2979	8348
263	2989	8335
264	3001	8324
265	3013	8314
266	3026	8308
267	3037	8297
268	3049	8287
269	3061	8276
270	3071	8262
271	3082	8250
272	3094	8240
273	3105	8227
274	3116	8217
275	3127	8204
276	3138	8193
277	3149	8180
278	3161	8169
279	3172	8157
280	3182	8144
281	3194	8133
282	3206	8124
283	3217	8111
284	3228	8098
285	3239	8087
286	3250	8075
287	3262	8064
288	3273	8053
289	3284	8040
290	3295	8029
291	3307	8019
292	3318	8006
293	3329	7994
294	3340	7983
295	3351	7970
296	3362	7959
297	3373	7948
298	3385	7936
299	3396	7925
300	3408	7914
301	3418	7901
302	3429	7888
303	3440	7877
304	3452	7867
305	3463	7855
306	3474	7841
307	3485	7830
308	3496	7818
309	3507	7808
310	3518	7795
311	3529	7783
312	3541	7772
313	3552	7761
314	3563	7749
315	3574	7736
316	3585	7725
317	3596	7712
318	3607	7702
319	3618	7689
320	3629	7676
321	3641	7666
322	3652	7656
323	3663	7643
324	3674	7631
325	3685	7620
326	3696	7607
327	3707	7596
328	3718	7584
329	3729	7571
330	3740	7560
331	3751	7549
332	3762	7536
333	3773	7524
334	3785	7513
335	3797	7504
336	3808	7493
337	3826	7493
338	3842	7491
339	3853	7481
340	3865	7469
341	3875	7456
342	3887	7446
343	3898	7434
344	3910	7424
345	3922	7414
346	3933	7402
347	3943	7389
348	3954	7376
349	3966	7365
350	3977	7354
351	3988	7342
352	3999	7330
353	4010	7318
354	4022	7307
355	4032	7295
356	4044	7284
357	4054	7271
358	4065	7259
359	4076	7247
360	4087	7236
361	4099	7225
362	4111	7214
363	4122	7202
364	4134	7192
365	4146	7182
366	4156	7169
367	4168	7158
368	4179	7146
369	4190	7135
370	4201	7123
371	4212	7111
372	4223	7099
373	4235	7089
374	4246	7077
375	4258	7066
376	4268	7054
377	4279	7042
378	4291	7031
379	4301	7018
380	4313	7007
381	4324	6995
382	4335	6983
383	4346	6972
384	4358	6962
385	4369	6950
386	4380	6938
387	4391	6926
388	4401	6913
389	4413	6902
390	4424	6891
391	4435	6879
392	4447	6870
393	4459	6858
394	4471	6848
395	4482	6837
396	4494	6826
397	4506	6816
398	4518	6805
399	4530	6795
400	4542	6785
401	4554	6775
402	4566	6764
403	4578	6753
404	4589	6742
405	4600	6731
406	4612	6720
407	4624	6709
408	4636	6699
409	4648	6689
410	4660	6679
411	4673	6669
412	4684	6658
413	4696	6647
414	4708	6637
415	4720	6626
416	4732	6616
417	4744	6605
418	4756	6595
419	4768	6585
420	4780	6573
421	4791	6563
422	4806	6556
423	4819	6547
424	4831	6536
425	4843	6526
426	4855	6515
427	4867	6504
428	4879	6493
429	4891	6483
430	4904	6475
431	4918	6467
432	4931	6457
433	4944	6447
434	4956	6437
435	4968	6426
436	4979	6415
437	4992	6405
438	5004	6395
439	5015	6383
440	5028	6373
441	5039	6361
442	5049	6349
443	5060	6337
444	5072	6326
445	5083	6314
446	5094	6302
447	5105	6291
448	5117	6279
449	5127	6266
450	5138	6254
451	5149	6243
452	5160	6230
453	5171	6219
454	5182	6208
455	5193	6195
456	5205	6184
457	5216	6173
458	5227	6161
459	5238	6149
460	5249	6138
461	5260	6125
462	5271	6113
463	5282	6102
464	5294	6091
465	5305	6079
466	5316	6068
467	5328	6056
468	5339	6044
469	5349	6032
470	5361	6021
471	5372	6009
472	5383	5997
473	5394	5986
474	5405	5974
475	5416	5963
476	5428	5952
477	5440	5941
478	5452	5930
479	5464	5919
480	5476	5908
481	5487	5897
482	5499	5886
483	5512	5877
484	5525	5867
485	5536	5855
486	5549	5845
487	5560	5834
488	5572	5823
489	5584	5812
490	5596	5801
491	5607	5790
492	5619	5778
493	5631	5767
494	5642	5756
495	5655	5746
496	5667	5736
497	5679	5725
498	5691	5714
499	5703	5703
500	5715	5692
501	5728	5682
502	5739	5671
503	5750	5659
504	5763	5649
505	5774	5637
506	5786	5626
507	5799	5616
508	5811	5605
509	5822	5594
510	5833	5582
511	5845	5571
512	5858	5561
513	5870	5550
514	5882	5539
515	5894	5529
516	5906	5517
517	5917	5506
518	5929	5495
519	5941	5484
520	5952	5473
521	5964	5461
522	5976	5450
523	5987	5439
524	5999	5427
525	6011	5417
526	6023	5406
527	6037	5396
528	6048	5385
529	6060	5373
530	6072	5363
531	6082	5350
532	6094	5339
533	6105	5328
534	6116	5316
535	6127	5304
536	6139	5293
537	6150	5281
538	6161	5269
539	6172	5258
540	6183	5246
541	6194	5234
542	6204	5222
543	6215	5210
544	6226	5198
545	6238	5187
546	6249	5175
547	6261	5164
548	6272	5152
549	6283	5141
550	6294	5129
551	6305	5117
552	6317	5106
553	6327	5094
554	6340	5083
555	6352	5072
556	6364	5061
557	6376	5051
558	6388	5039
559	6400	5029
560	6413	5018
561	6424	5007
562	6437	4996
563	6450	4986
564	6462	4975
565	6474	4964
566	6486	4953
567	6500	4943
568	6511	4932
569	6523	4921
570	6535	4910
571	6547	4899
572	6559	4888
573	6572	4877
574	6585	4867
575	6596	4855
576	6608	4844
577	6619	4832
578	6631	4821
579	6642	4809
580	6654	4798
581	6666	4788
582	6678	4777
583	6690	4765
584	6702	4754
585	6714	4743
586	6726	4732
587	6737	4720
588	6749	4710
589	6761	4698
590	6773	4687
591	6786	4677
592	6799	4666
593	6810	4655
594	6822	4643
595	6833	4632
596	6845	4620
597	6857	4609
598	6869	4598
599	6882	4588
600	6894	4577
601	6906	4565
602	6918	4554
603	6930	4543
604	6942	4532
605	6954	4521
606	6966	4510
607	6978	4499
608	6990	4488
609	7003	4477
610	7015	4466
611	7026	4454
612	7037	4442
613	7048	4431
614	7059	4419
615	7071	4408
616	7082	4396
617	7094	4385
618	7105	4373
619	7116	4361
620	7128	4350
621	7139	4338
622	7149	4326
623	7160	4314
624	7171	4303
625	7182	4291
626	7193	4279
627	7204	4267
628	7215	4255
629	7227	4244
630	7238	4232
631	7249	4221
632	7260	4209
633	7271	4198
634	7282	4186
635	7294	4174
636	7306	4163
637	7317	4152
638	7328	4140
639	7339	4128
640	7350	4116
641	7362	4105
642	7373	4093
643	7383	4081
644	7395	4070
645	7406	4058
646	7416	4046
647	7428	4035
648	7439	4023
649	7450	4011
650	7460	3999
651	7473	3988
652	7484	3977
653	7496	3965
654	7508	3954
655	7520	3943
656	7532	3932
657	7543	3921
658	7556	3910
659	7568	3898
660	7581	3888
661	7592	3876
662	7605	3865
663	7616	3854
664	7628	3842
665	7639	3831
666	7653	3820
667	7664	3809
668	7675	3797
669	7688	3786
670	7700	3775
671	7711	3763
672	7723	3752
673	7737	3742
674	7748	3730
675	7759	3719
676	7772	3708
677	7784	3697
678	7795	3685
679	7807	3673
680	7819	3662
681	7830	3651
682	7842	3640
683	7854	3628
684	7866	3617
685	7878	3606
686	7890	3595
687	7902	3583
688	7914	3572
689	7926	3561
690	7937	3549
691	7950	3538
692	7961	3527
693	7974	3515
694	7986	3504
695	7999	3493
696	8011	3482
697	8023	3471
698	8035	3460
699	8046	3448
700	8058	3437
701	8069	3425
702	8080	3413
703	8091	3402
704	8102	3390
705	8114	3379
706	8125	3367
707	8136	3355
708	8147	3344
709	8158	3332
710	8170	3320
711	8180	3309
712	8191	3297
713	8202	3285
714	8213	3274
715	8225	3262
716	8236	3250
717	8247	3239
718	8258	3227
719	8269	3216
720	8280	3204
721	8292	3193
722	8303	3181
723	8314	3169
724	8327	3158
725	8338	3146
726	8348	3135
727	8360	3123
728	8371	3112
729	8383	3100
730	8394	3089
731	8404	3077
732	8416	3065
733	8429	3054
734	8441	3043
735	8453	3032
736	8465	3021
737	8477	3009
738	8488	2998
739	8499	2986
740	8511	2975
741	8524	2963
742	8535	2952
743	8547	2941
744	8559	2929
745	8571	2918
746	8583	2906
747	8594	2895
748	8605	2883
749	8616	2872
750	8628	2860
751	8641	2849
752	8653	2838
753	8664	2826
754	8677	2815
755	8689	2804
756	8701	2793
757	8712	2781
758	8725	2770
759	8737	2759
760	8750	2748
761	8767	2738
762	8782	2727
763	8794	2716
764	8806	2705
765	8818	2693
766	8829	2682
767	8841	2670
768	8854	2659
769	8865	2648
770	8877	2636
771	8890	2625
772	8902	2614
773	8913	2602
774	8925	2591
775	8937	2579
776	8949	2568
777	8960	2556
778	8972	2545
779	8985	2534
780	8996	2522
781	9007	2511
782	9019	2499
783	9030	2487
784	9041	2476
785	9052	2464
786	9063	2453
787	9075	2441
788	9086	2429
789	9096	2418
790	9107	2406
791	9119	2395
792	9130	2383
793	9141	2371
794	9152	2360
795	9164	2348
796	9175	2336
797	9185	2325
798	9197	2313
799	9208	2302
800	9218	2290
801	9230	2278
802	9240	2267
803	9252	2255
804	9263	2243
805	9274	2232
806	9285	2220
807	9297	2209
808	9309	2197
809	9320	2186
810	9331	2174
811	9342	2163
812	9353	2151
813	9363	2139
814	9374	2127
815	9386	2116
816	9397	2104
817	9411	2093
818	9421	2082
819	9433	2070
820	9445	2059
821	9456	2047
822	9468	2036
823	9481	2025
824	9493	2013
825	9504	2002
826	9516	1990
827	9528	1979
828	9539	1967
829	9551	1956
830	9563	1945
831	9575	1933
832	9587	1922
833	9599	1910
834	9610	1899
835	9623	1887
836	9635	1876
837	9648	1865
838	9661	1853
839	9672	1842
840	9684	1830
841	9696	1819
842	9707	1807
843	9718	1796
844	9730	1784
845	9743	1773
846	9755	1762
847	9767	1750
848	9779	1739
849	9791	1727
850	9802	1716
851	9814	1704
852	9826	1693
853	9838	1681
854	9849	1670
855	9861	1658
856	9873	1647
857	9885	1636
858	9896	1624
859	9909	1613
860	9922	1601
861	9935	1590
862	9947	1579
863	9960	1567
864	9972	1556
865	9983	1544
866	9995	1533
867	10007	1521
868	10018	1510
869	10028	1498
870	10040	1487
871	10051	1475
872	10062	1463
873	10073	1452
874	10084	1440
875	10095	1429
876	10107	1417
877	10118	1405
878	10129	1394
879	10140	1382
880	10151	1371
881	10161	1359
882	10173	1348
883	10185	1336
884	10195	1324
885	10206	1313
886	10218	1301
887	10229	1290
888	10240	1278
889	10251	1267
890	10261	1255
891	10273	1243
892	10283	1232
893	10294	1220
894	10305	1209
895	10316	1197
896	10327	1185
897	10338	1174
898	10350	1162
899	10360	1151
900	10371	1139
901	10382	1127
902	10392	1116
903	10403	1104
904	10415	1093
905	10426	1081
906	10437	1070
907	10449	1058
908	10460	1047
909	10471	1035
910	10483	1024
911	10495	1012
912	10506	1001
913	10518	989
914	10530	978
915	10542	966
916	10554	955
917	10565	943
918	10579	932
919	10590	920
920	10602	909
921	10614	897
922	10625	886
923	10636	874
924	10648	863
925	10660	851
926	10671	840
927	10683	828
928	10695	817
929	10707	805
930	10719	794
931	10731	782
932	10743	771
933	10754	759
934	10766	748
935	10777	736
936	10788	725
937	10801	713
938	10812	702
939	10824	690
940	10835	679
941	10848	667
942	10860	656
943	10872	644
944	10883	633
945	10895	621
946	10907	610
947	10919	598
948	10931	587
949	10944	576
950	10955	564
951	10966	552
952	10978	541
953	10989	529
954	11000	518
955	11011	506
956	11023	495
957	11033	483
958	11045	472
959	11057	460
960	11068	449
961	11079	437
962	11090	426
963	11101	414
964	11113	403
965	11125	391
966	11135	380
967	11146	368
968	11158	356
969	11168	345
970	11181	333
971	11192	322
972	11202	310
973	11213	299
974	11224	287
975	11235	276
976	11246	264
977	11257	253
978	11268	241
979	11278	230
980	11290	218
981	11301	207
982	11312	195
983	11322	184
984	11333	172
985	11344	161
986	11355	149
987	11366	138
988	11377	126
989	11389	115
990	11401	103
991	11413	92
992	11424	80
993	11437	69
994	11448	57
995	11460	46
996	11472	34
997	11483	23
998	11494	11
999	11506	0
