iter	Logloss
443	0.5667628873
444	0.5666359902
445	0.5664867028
446	0.5663796555
447	0.5662315895
448	0.5660908834
449	0.5659543528
450	0.5658070709
451	0.5656499175
452	0.5655060479
453	0.5653247942
454	0.5652244298
455	0.5650772953
456	0.5649077356
457	0.5648082103
458	0.5646890556
459	0.5645916135
460	0.5644250672
461	0.5643062215
462	0.5641279162
463	0.5639643324
464	0.5638387045
465	0.5637169087
466	0.563582843
467	0.5633966736
468	0.5632512497
469	0.5630969882
470	0.5629435463
471	0.5627908789
472	0.562710822
473	0.5625772513
474	0.5624614041
475	0.5623114472
476	0.5621710075
477	0.5620303915
478	0.5619133079
479	0.5617761866
480	0.5616322956
481	0.5615152364
482	0.5613632406
483	0.5612473281
484	0.561150734
485	0.5610110878
486	0.560872456
487	0.5607350431
488	0.5606331453
489	0.5605093932
490	0.5603677732
491	0.5602275185
492	0.5600886249
493	0.5599600471
494	0.5598430506
495	0.5597167272
496	0.5595918322
497	0.5594631086
498	0.5593631019
499	0.5592422503
500	0.5591082812
501	0.5590640127
502	0.5589253567
503	0.5588031177
504	0.5586708516
505	0.5585323973
506	0.5584053538
507	0.5582819296
508	0.5581743243
509	0.5580391859
510	0.5579118719
511	0.5577357062
512	0.5576251643
513	0.5574790906
514	0.5573157942
515	0.5571761295
516	0.5570232694
517	0.5569352331
518	0.5568074389
519	0.5567002329
520	0.5565965127
521	0.5564703415
522	0.5563385083
523	0.5561896502
524	0.5560584865
525	0.5559096294
526	0.5557849735
527	0.5556186479
528	0.5554913893
529	0.5553522889
530	0.5551901699
531	0.5550801391
532	0.5549767141
533	0.5548181382
534	0.5546955085
535	0.5545846825
536	0.55442797
537	0.5543148494
538	0.5541842522
539	0.5540480732
540	0.5539349294
541	0.5537854382
542	0.5536122336
543	0.5535055724
544	0.5533882575
545	0.5532798952
546	0.5531107762
547	0.5529736019
548	0.5528403539
549	0.5526928922
550	0.5525432837
551	0.5524091432
552	0.5522813703
553	0.5521730109
554	0.5520754322
555	0.5519376952
556	0.5518298902
557	0.5516909554
558	0.5515386218
559	0.5514259872
560	0.5512610418
561	0.5511008264
562	0.5509513313
563	0.5508075918
564	0.5506849868
565	0.5505848821
566	0.5504421508
567	0.5502639676
568	0.550129048
569	0.5499806943
570	0.5498407478
571	0.5496908264
572	0.549571125
573	0.5495003299
574	0.5494315297
575	0.5493311494
576	0.5491685328
577	0.5490910539
578	0.5489756542
579	0.5488353486
580	0.5486797931
581	0.5485944963
582	0.5484590516
583	0.5482975218
584	0.5482194322
585	0.5480782009
586	0.5479469765
587	0.5478284629
588	0.5476974751
589	0.5476084909
590	0.5474569137
591	0.5473377338
592	0.5472003245
593	0.5470758193
594	0.5469541801
595	0.5468461744
596	0.546671909
597	0.546495082
598	0.5463815154
599	0.5462504189
600	0.5461255507
601	0.5460359045
602	0.5459158789
603	0.5457961375
604	0.5456652063
605	0.5455628491
606	0.5454442356
607	0.54535236
608	0.545216878
609	0.5451335636
610	0.5450787015
611	0.5449938288
612	0.5448657582
613	0.5447085238
614	0.5445535076
615	0.54442464
616	0.5443390366
617	0.544196614
618	0.5441314602
619	0.5440225695
620	0.5439135338
621	0.5438319705
622	0.5436983536
623	0.5435808681
624	0.5434712283
625	0.5433445265
626	0.5432522033
627	0.5431337185
628	0.5429872577
629	0.5428444019
630	0.5426956311
631	0.5426010088
632	0.5424470184
633	0.5423223638
634	0.5422026236
635	0.542121319
636	0.5420352927
637	0.5419289667
638	0.5418317182
639	0.541685094
640	0.5415765084
641	0.5414240923
642	0.541306851
643	0.541173873
644	0.5410225887
645	0.5408804488
646	0.5407432955
647	0.5405977523
648	0.5404764272
649	0.5403274123
650	0.5401709811
651	0.5400642504
652	0.5399056351
653	0.5397741716
654	0.5396488451
655	0.539517485
656	0.5393809198
657	0.5392247397
658	0.5390664437
659	0.5389518874
660	0.5389122818
661	0.538796952
662	0.538652483
663	0.5385409794
664	0.5383964072
665	0.5382515838
666	0.5381629161
667	0.5380808156
668	0.5379723533
669	0.5378400189
670	0.5377237316
671	0.5375975929
672	0.537450109
673	0.537369449
674	0.5372241055
675	0.5370887011
676	0.5369732594
677	0.5368515886
678	0.5367042766
679	0.5365991387
680	0.5364673618
681	0.5363547083
682	0.5362555143
683	0.5361604609
684	0.5360618302
685	0.5359639881
686	0.5358325653
687	0.53573295
688	0.5356284986
689	0.5355228945
690	0.5353889725
691	0.5352774745
692	0.5351300253
693	0.534945946
694	0.5348283646
695	0.5347050017
696	0.5345719808
697	0.5344520879
698	0.5343377669
699	0.5342706253
700	0.5341472213
701	0.5339890549
702	0.5338733626
703	0.5337704039
704	0.5336640923
705	0.5335464269
706	0.5334201786
707	0.5333063059
708	0.5331789008
709	0.5330702535
710	0.5329687468
711	0.5328488597
712	0.5327254757
713	0.5326224068
714	0.5325211767
715	0.5324086664
716	0.5323309228
717	0.5322196133
718	0.5320998881
719	0.532032869
720	0.5318675515
721	0.5317391084
722	0.5316274309
723	0.5315042925
724	0.5313873208
725	0.5312608665
726	0.5311768177
727	0.5310567583
728	0.5309425745
729	0.5308389944
730	0.5306699847
731	0.5305966424
732	0.5304999131
733	0.5303245259
734	0.5302284453
735	0.53012816
736	0.5300196241
737	0.5298450445
738	0.5297193534
739	0.5295846639
740	0.5294877451
741	0.5293800522
742	0.5292930828
743	0.5291818018
744	0.5290633251
745	0.5289138633
746	0.5287922864
747	0.5286611282
748	0.5285455542
749	0.5284141968
750	0.5283510849
751	0.528206231
752	0.5281625015
753	0.5280064907
754	0.527883004
755	0.5277824009
756	0.5276497848
757	0.5275373353
758	0.5274373598
759	0.5273059176
760	0.5272000079
761	0.5270717735
762	0.5269598678
763	0.5268400152
764	0.5267437294
765	0.5265897465
766	0.5264602673
767	0.5263273828
768	0.526214139
769	0.5261063005
770	0.5260298756
771	0.5259054297
772	0.5258060759
773	0.5256893709
774	0.5255906416
775	0.5254904585
776	0.5253636171
777	0.5252245526
778	0.5251519721
779	0.5250359171
780	0.5249382846
781	0.5248529298
782	0.5248018584
783	0.524719344
784	0.5246436142
785	0.5245752548
786	0.5244528472
787	0.5243556874
788	0.5242500032
789	0.5241070401
790	0.5240247921
791	0.5239067406
792	0.5237976837
793	0.5237103265
794	0.5235706408
795	0.5234302457
796	0.5233264201
797	0.5232075272
798	0.5231144192
799	0.5229387748
800	0.5227988536
801	0.5227309251
802	0.5226483978
803	0.5225551336
804	0.5224421353
805	0.5223514631
806	0.5221990955
807	0.5221179854
808	0.5220797702
809	0.5219994447
810	0.5218640125
811	0.5217090447
812	0.5215800439
813	0.5214220371
814	0.5212772139
815	0.5211126656
816	0.5209823614
817	0.5208758001
818	0.520792618
819	0.5206952933
820	0.5205614262
821	0.5204138254
822	0.5202823129
823	0.5201747594
824	0.5200162695
825	0.5199148645
826	0.5198169628
827	0.5197073667
828	0.5195777321
829	0.5194377812
830	0.5193248484
831	0.5191827954
832	0.5190521508
833	0.5189399957
834	0.5188442771
835	0.5187588752
836	0.518631716
837	0.5185339411
838	0.5184458301
839	0.5183329547
840	0.5182907912
841	0.5181827918
842	0.5180579599
843	0.5179164989
844	0.5178151236
845	0.517695685
846	0.5176141472
847	0.5175170391
848	0.5174231419
849	0.5173151487
850	0.5172028502
851	0.5170984339
852	0.5169911889
853	0.5168974618
854	0.5168026989
855	0.5166832455
856	0.5165839144
857	0.5164882346
858	0.5163769458
859	0.5162895291
860	0.516202982
861	0.5160907765
862	0.5159818591
863	0.5158558905
864	0.5157381262
865	0.5156219413
866	0.5155082541
867	0.5154213992
868	0.515317361
869	0.5152395542
870	0.5151281649
871	0.5150201709
872	0.5148992588
873	0.514759854
874	0.5146510366
875	0.5145017754
876	0.5143929945
877	0.5142893996
878	0.5141646606
879	0.5141081404
880	0.5140161702
881	0.5139175944
882	0.5137926477
883	0.5136978311
884	0.5135600285
885	0.5134657699
886	0.5133326468
887	0.5131665818
888	0.5130618455
889	0.5129496889
890	0.5128317324
891	0.5127239574
892	0.512599613
893	0.5124839408
894	0.5123419476
895	0.512228215
896	0.512129254
897	0.5119977512
898	0.5119774051
899	0.5118614341
900	0.5117269818
901	0.51170449
902	0.5115990033
903	0.5115121351
904	0.5113873108
905	0.5112927245
906	0.5111405983
907	0.5110620837
908	0.5109421157
909	0.5108550977
910	0.5107297005
911	0.5105876114
912	0.5104790293
913	0.5103891528
914	0.5102753301
915	0.5101491411
916	0.5100599547
917	0.5099837531
918	0.5098942121
919	0.5097975846
920	0.5096935934
921	0.5095879201
922	0.5094787076
923	0.5093813538
924	0.5092738258
925	0.5091886325
926	0.5090645323
927	0.5089466558
928	0.5088565938
929	0.5087578437
930	0.5086430853
931	0.50857933
932	0.5084882698
933	0.5083822109
934	0.5082606774
935	0.5082094381
936	0.5081202289
937	0.5080295573
938	0.5079429671
939	0.5078057307
940	0.5076978691
941	0.5075998323
942	0.5074827272
943	0.5073904246
944	0.5072833963
945	0.5071669664
946	0.5070569426
947	0.5069570809
948	0.5068564224
949	0.5067545095
950	0.5066265384
951	0.5065295437
952	0.5064161994
953	0.5062830201
954	0.506187359
955	0.5060504683
956	0.5059443437
957	0.5058389516
958	0.5057044386
959	0.5056294756
960	0.5054861931
961	0.5053916256
962	0.5052920747
963	0.5051979438
964	0.5051278306
965	0.5050138536
966	0.5048899062
967	0.5048018837
968	0.5047155023
969	0.5046658242
970	0.504624726
971	0.5045064692
972	0.5043887274
973	0.5043053966
974	0.5042092344
975	0.5041153173
976	0.503987553
977	0.5038549088
978	0.5037254241
979	0.5036277682
980	0.503523045
981	0.5034208321
982	0.503310074
983	0.5032154975
984	0.503124526
985	0.5029850211
986	0.5028546722
987	0.5027771923
988	0.5026522699
989	0.5025079202
990	0.5024055668
991	0.5022868169
992	0.5021614719
993	0.5020699386
994	0.5019622194
995	0.5018734124
996	0.5017767511
997	0.5016575533
998	0.5015609084
999	0.5014384684
