,Q1_TP_notell_2u,Q1I,Q1E_notell_2u,Q2_TP_ppl_nd_dangun,Q2I,Q2E_ppl_nd_dangun,Q3_TN_do_moral,Q3I,Q3E_do_moral,Q4_VN_ppl_good,Q4I,Q4E_ppl_good,Q5_VP_ppl_bad,Q5I,Q5E_ppl_bad,Q6_TN_hnsty_best,Q6I,Q6E_hnsty_best,Q7_TN_lying_bad,Q7I,Q7E_lying_bad,Q8_VP_ppl_lazy,Q8I,Q8E_ppl_lazy,Q9_MN_humble_hnst,Q9I,Q9E_humble_hnst,Q10_TN_hnstly_ask,Q10I,Q10E_hnstly_ask,Q11_VN_leader_clean,Q11I,Q11E_leader_clean,Q12_TP_trust_trouble,Q12I,Q12E_trust_trouble,Q13_VP_ppl_criminal,Q13I,Q13E_ppl_criminal,Q14_VN_ppl_brave,Q14I,Q14E_ppl_brave,Q15_TP_abu_good,Q15I,Q15E_abu_good,Q16_TN_ppl_good,Q16I,Q16E_ppl_good,Q17_VN_ppl_notbad,Q17I,Q17E_ppl_notbad,Q18_VP_komsu_better,Q18I,Q18E_komsu_better,Q19_MP_anrocksa_ok,Q19I,Q19E_anrocksa_ok,Q20_VP_money_good,Q20I,Q20E_money_good,introelapse,testelapse,surveyelapse,TYP_out,TYP_fight,TYP_depnd,TYP_anx,TYP_try,TYP_quiet,TYP_warm,TYP_disorg,TYP_calm,TYP_stable,age,screenw,screenh,familysize,score,v_score,t_score,m_score,country_AE,country_AL,country_AR,country_AT,country_AU,country_BD,country_BE,country_BG,country_BH,country_BN,country_BR,country_BZ,country_CA,country_CH,country_CN,country_CO,country_CZ,country_DE,country_DK,country_EC,country_EG,country_ES,country_ET,country_FI,country_FR,country_GB,country_GH,country_GR,country_GT,country_HK,country_HN,country_HR,country_HU,country_ID,country_IE,country_IL,country_IN,country_IR,country_IS,country_IT,country_JM,country_JO,country_KE,country_KR,country_KW,country_KY,country_LB,country_LK,country_LV,country_MA,country_MK,country_MT,country_MX,country_MY,country_NG,country_NL,country_NO,country_NZ,country_PH,country_PR,country_PT,country_QA,country_RO,country_RS,country_RU,country_SA,country_SE,country_SG,country_SK,country_SV,country_TH,country_TR,country_TT,country_TW,country_UA,country_US,country_VN,country_ZA,country_ZM,VCL1_know,VCL2_know,VCL3_know,VCL4_know,VCL5_know,VCL6_F_know,VCL6_F_n_know,VCL7_know,VCL7_n_know,VCL8_know,VCL8_n_know,VCL9_F_know,VCL9_F_n_know,VCL10_know,VCL11_know,VCL11_n_know,VCL12_F_know,VCL12_F_n_know,VCL13_know,VCL14_know,VCL15_know,VCL16_know,education_Graduate degree,education_High school,education_Less than high school,education_University degree,urban_Rural,urban_Suburban,urban_Urban,gender_Female,gender_Male,gender_Other,engnat_No,engnat_Yes,hand_Left,hand_Right,religion_Agnostic,religion_Atheist,religion_Buddhist,religion_Christian(Catholic),religion_Christian(Mormon),religion_Christian(Protestant),religion_Christian(othrer),religion_Hindu,religion_Jewish,religion_Muslim,religion_Other,orientation_Asexual,orientation_Bisexual,orientation_Heterosexual,orientation_Homosexual,orientation_Other,race_Arab,race_Asian,race_Black,race_Native American,race_Other,race_White,married_Currently married,married_Never married,married_Previously married
0,5.0,11.0,3.0,5.0,18.0,4.0,1.0,14.0,4.0,1.0,19.0,2.0,4.0,8.0,7.0,1.0,3.0,2.0,1.0,7.0,2.0,1.0,2.0,10.0,1.0,10.0,5.0,1.0,12.0,11.0,1.0,17.0,5.0,5.0,1.0,4.0,5.0,13.0,3.0,1.0,20.0,2.0,5.0,5.0,3.0,1.0,15.0,3.0,1.0,16.0,6.0,4.0,6.0,7.0,5.0,4.0,4.0,5.0,9.0,4.0,22.0,91.0,225.0,7.0,5.0,5.0,2.0,4.0,4.0,2.0,1.0,6.0,4.0,21.0,375.0,667.0,2.0,94.0,39.0,45.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
