iter	Passed	Remaining
231	3842	12721
232	3858	12701
233	3873	12681
234	3888	12659
235	3904	12638
236	3919	12620
237	3935	12599
238	3949	12574
239	3964	12555
240	3981	12539
241	4000	12528
242	4014	12507
243	4030	12486
244	4044	12465
245	4059	12443
246	4074	12422
247	4090	12403
248	4105	12382
249	4120	12360
250	4135	12341
251	4150	12319
252	4166	12302
253	4181	12282
254	4197	12264
255	4213	12245
256	4227	12222
257	4243	12205
258	4259	12185
259	4274	12165
260	4290	12147
261	4305	12126
262	4320	12106
263	4334	12085
264	4350	12066
265	4365	12046
266	4380	12025
267	4394	12001
268	4409	11981
269	4424	11962
270	4440	11945
271	4460	11938
272	4478	11926
273	4493	11907
274	4508	11886
275	4523	11865
276	4544	11861
277	4566	11860
278	4582	11841
279	4597	11822
280	4612	11802
281	4627	11782
282	4643	11764
283	4658	11743
284	4672	11722
285	4688	11705
286	4704	11688
287	4719	11668
288	4735	11649
289	4750	11629
290	4765	11611
291	4781	11593
292	4797	11575
293	4813	11557
294	4828	11538
295	4844	11522
296	4858	11499
297	4874	11482
298	4890	11464
299	4904	11444
300	4921	11428
301	4936	11408
302	4952	11392
303	4968	11376
304	4983	11356
305	4999	11339
306	5014	11318
307	5029	11299
308	5044	11279
309	5060	11263
310	5076	11245
311	5091	11227
312	5106	11207
313	5121	11188
314	5135	11168
315	5151	11150
316	5167	11134
317	5182	11115
318	5198	11097
319	5214	11080
320	5229	11062
321	5244	11043
322	5260	11026
323	5277	11010
324	5292	10992
325	5308	10974
326	5325	10959
327	5340	10941
328	5355	10922
329	5370	10903
330	5384	10883
331	5400	10865
332	5415	10847
333	5430	10829
334	5446	10812
335	5462	10795
336	5477	10775
337	5492	10758
338	5508	10741
339	5523	10722
340	5539	10705
341	5555	10687
342	5570	10670
343	5585	10652
344	5601	10635
345	5616	10616
346	5631	10597
347	5647	10580
348	5662	10563
349	5679	10546
350	5694	10529
351	5709	10511
352	5725	10494
353	5740	10475
354	5755	10457
355	5770	10438
356	5785	10419
357	5799	10400
358	5814	10382
359	5829	10364
360	5845	10347
361	5860	10329
362	5876	10311
363	5891	10293
364	5907	10276
365	5921	10257
366	5937	10241
367	5953	10223
368	5969	10208
369	5986	10192
370	6002	10177
371	6019	10161
372	6035	10145
373	6051	10128
374	6066	10110
375	6082	10094
376	6097	10076
377	6113	10060
378	6128	10042
379	6144	10025
380	6160	10008
381	6176	9992
382	6192	9975
383	6208	9958
384	6225	9943
385	6239	9924
386	6255	9907
387	6270	9890
388	6285	9873
389	6301	9856
390	6318	9840
391	6333	9824
392	6349	9806
393	6364	9788
394	6380	9772
395	6394	9753
396	6410	9736
397	6425	9718
398	6441	9702
399	6457	9686
400	6472	9668
401	6488	9651
402	6503	9633
403	6518	9616
404	6533	9597
405	6548	9580
406	6563	9563
407	6580	9547
408	6594	9528
409	6609	9510
410	6623	9492
411	6639	9476
412	6655	9459
413	6671	9443
414	6685	9424
415	6701	9408
416	6718	9392
417	6733	9374
418	6748	9358
419	6763	9340
420	6778	9322
421	6793	9305
422	6808	9287
423	6825	9272
424	6839	9253
425	6855	9237
426	6871	9220
427	6885	9202
428	6900	9184
429	6915	9167
430	6931	9150
431	6946	9133
432	6961	9116
433	6978	9101
434	6994	9084
435	7009	9067
436	7025	9050
437	7040	9033
438	7056	9017
439	7071	9000
440	7087	8983
441	7102	8966
442	7118	8950
443	7133	8933
444	7149	8916
445	7165	8900
446	7180	8882
447	7197	8868
448	7213	8852
449	7230	8837
450	7247	8821
451	7262	8804
452	7278	8788
453	7293	8771
454	7309	8754
455	7323	8736
456	7338	8719
457	7354	8703
458	7369	8686
459	7385	8669
460	7401	8653
461	7416	8636
462	7431	8619
463	7445	8601
464	7461	8584
465	7476	8566
466	7490	8549
467	7507	8534
468	7523	8518
469	7539	8501
470	7554	8484
471	7569	8468
472	7585	8450
473	7600	8433
474	7616	8418
475	7632	8402
476	7648	8385
477	7664	8369
478	7679	8352
479	7694	8336
480	7709	8319
481	7726	8304
482	7741	8286
483	7758	8271
484	7775	8256
485	7791	8240
486	7807	8224
487	7822	8207
488	7838	8191
489	7855	8175
490	7871	8159
491	7885	8142
492	7901	8125
493	7916	8109
494	7932	8093
495	7948	8076
496	7964	8060
497	7979	8043
498	7994	8026
499	8009	8009
500	8024	7992
501	8039	7975
502	8054	7958
503	8070	7942
504	8085	7925
505	8100	7908
506	8115	7891
507	8130	7874
508	8147	7859
509	8163	7843
510	8178	7826
511	8195	7811
512	8211	7795
513	8226	7778
514	8241	7761
515	8256	7744
516	8271	7727
517	8285	7710
518	8299	7692
519	8314	7675
520	8330	7658
521	8345	7642
522	8360	7625
523	8376	7609
524	8391	7592
525	8407	7576
526	8423	7560
527	8439	7544
528	8454	7527
529	8470	7511
530	8485	7494
531	8500	7478
532	8516	7462
533	8532	7445
534	8548	7429
535	8564	7413
536	8580	7397
537	8596	7382
538	8613	7366
539	8627	7349
540	8642	7332
541	8659	7317
542	8674	7301
543	8690	7284
544	8706	7268
545	8721	7252
546	8737	7236
547	8753	7219
548	8769	7203
549	8785	7188
550	8800	7171
551	8815	7154
552	8831	7138
553	8847	7122
554	8862	7106
555	8878	7090
556	8895	7074
557	8912	7059
558	8928	7043
559	8943	7027
560	8959	7011
561	8974	6994
562	8989	6977
563	9004	6960
564	9020	6944
565	9035	6928
566	9050	6911
567	9067	6896
568	9081	6879
569	9097	6863
570	9113	6847
571	9128	6830
572	9143	6813
573	9159	6798
574	9175	6781
575	9190	6765
576	9208	6750
577	9224	6734
578	9240	6718
579	9256	6703
580	9272	6686
581	9287	6670
582	9302	6653
583	9317	6637
584	9333	6621
585	9349	6605
586	9364	6588
587	9379	6572
588	9395	6556
589	9412	6540
590	9432	6527
591	9450	6512
592	9465	6496
593	9480	6479
594	9495	6463
595	9510	6446
596	9526	6430
597	9542	6415
598	9558	6398
599	9573	6382
600	9588	6365
601	9603	6349
602	9619	6333
603	9635	6317
604	9650	6300
605	9666	6284
606	9681	6268
607	9697	6252
608	9713	6236
609	9729	6220
610	9744	6203
611	9759	6187
612	9774	6170
613	9789	6154
614	9804	6137
615	9819	6121
616	9834	6104
617	9850	6088
618	9866	6072
619	9882	6056
620	9898	6040
621	9912	6024
622	9928	6008
623	9944	5992
624	9960	5976
625	9976	5960
626	9991	5943
627	10007	5927
628	10021	5911
629	10037	5894
630	10052	5878
631	10068	5862
632	10083	5846
633	10099	5830
634	10114	5813
635	10129	5797
636	10145	5781
637	10161	5765
638	10176	5748
639	10191	5732
640	10208	5717
641	10223	5701
642	10238	5684
643	10254	5668
644	10270	5652
645	10286	5637
646	10302	5621
647	10318	5605
648	10334	5589
649	10349	5573
650	10364	5556
651	10380	5540
652	10396	5524
653	10412	5508
654	10430	5493
655	10445	5477
656	10460	5461
657	10475	5444
658	10490	5428
659	10506	5412
660	10521	5396
661	10537	5380
662	10552	5363
663	10567	5347
664	10583	5331
665	10600	5315
666	10615	5299
667	10629	5283
668	10644	5266
669	10659	5250
670	10675	5234
671	10690	5217
672	10706	5202
673	10721	5185
674	10737	5169
675	10753	5154
676	10769	5138
677	10785	5122
678	10801	5106
679	10816	5090
680	10833	5074
681	10847	5058
682	10862	5041
683	10878	5025
684	10893	5009
685	10910	4993
686	10926	4977
687	10941	4961
688	10957	4945
689	10972	4929
690	10987	4913
691	11003	4897
692	11019	4881
693	11037	4866
694	11052	4850
695	11068	4834
696	11083	4818
697	11099	4802
698	11115	4786
699	11129	4769
700	11145	4753
701	11160	4737
702	11176	4721
703	11191	4705
704	11207	4689
705	11224	4674
706	11239	4658
707	11254	4641
708	11270	4625
709	11287	4610
710	11302	4593
711	11317	4577
712	11332	4561
713	11347	4545
714	11362	4528
715	11378	4513
716	11394	4497
717	11409	4480
718	11424	4465
719	11440	4449
720	11456	4433
721	11471	4417
722	11486	4400
723	11503	4385
724	11518	4369
725	11534	4353
726	11549	4337
727	11565	4321
728	11579	4304
729	11594	4288
730	11609	4272
731	11626	4256
732	11640	4240
733	11656	4224
734	11672	4208
735	11688	4192
736	11704	4176
737	11719	4160
738	11735	4144
739	11750	4128
740	11765	4112
741	11782	4096
742	11797	4080
743	11813	4064
744	11829	4049
745	11844	4032
746	11859	4016
747	11875	4000
748	11890	3984
749	11905	3968
750	11920	3952
751	11935	3936
752	11951	3920
753	11967	3904
754	11983	3888
755	11998	3872
756	12014	3856
757	12029	3840
758	12045	3824
759	12062	3809
760	12079	3793
761	12095	3777
762	12110	3761
763	12127	3746
764	12144	3730
765	12158	3714
766	12175	3698
767	12191	3682
768	12208	3667
769	12223	3651
770	12239	3635
771	12254	3619
772	12269	3603
773	12285	3587
774	12300	3571
775	12316	3555
776	12332	3539
777	12348	3523
778	12363	3507
779	12377	3491
780	12393	3475
781	12409	3459
782	12424	3443
783	12439	3427
784	12455	3411
785	12469	3394
786	12485	3379
787	12501	3363
788	12516	3347
789	12531	3331
790	12546	3315
791	12562	3299
792	12577	3283
793	12592	3267
794	12608	3251
795	12623	3235
796	12638	3219
797	12654	3203
798	12669	3187
799	12685	3171
800	12701	3155
801	12716	3139
802	12730	3123
803	12746	3107
804	12762	3091
805	12777	3075
806	12793	3059
807	12808	3043
808	12824	3027
809	12839	3011
810	12855	2995
811	12870	2979
812	12886	2964
813	12901	2947
814	12916	2932
815	12932	2916
816	12947	2900
817	12961	2883
818	12976	2867
819	12993	2852
820	13010	2836
821	13025	2820
822	13041	2804
823	13056	2788
824	13072	2772
825	13088	2757
826	13103	2741
827	13120	2725
828	13136	2709
829	13151	2693
830	13168	2678
831	13184	2662
832	13200	2646
833	13216	2630
834	13232	2614
835	13247	2598
836	13263	2582
837	13279	2567
838	13294	2551
839	13310	2535
840	13326	2519
841	13342	2503
842	13356	2487
843	13372	2471
844	13387	2455
845	13402	2439
846	13417	2423
847	13431	2407
848	13447	2391
849	13463	2375
850	13480	2360
851	13495	2344
852	13512	2328
853	13528	2312
854	13544	2297
855	13559	2281
856	13574	2265
857	13591	2249
858	13606	2233
859	13621	2217
860	13636	2201
861	13652	2185
862	13668	2169
863	13683	2153
864	13697	2137
865	13713	2121
866	13729	2106
867	13743	2090
868	13759	2074
869	13775	2058
870	13791	2042
871	13806	2026
872	13823	2010
873	13839	1995
874	13854	1979
875	13869	1963
876	13885	1947
877	13901	1931
878	13917	1915
879	13932	1899
880	13948	1884
881	13963	1868
882	13978	1852
883	13994	1836
884	14009	1820
885	14025	1804
886	14041	1788
887	14057	1773
888	14072	1757
889	14088	1741
890	14104	1725
891	14121	1709
892	14137	1693
893	14154	1678
894	14171	1662
895	14187	1646
896	14203	1630
897	14219	1615
898	14234	1599
899	14250	1583
900	14265	1567
901	14280	1551
902	14295	1535
903	14310	1519
904	14327	1503
905	14342	1488
906	14357	1472
907	14374	1456
908	14391	1440
909	14407	1424
910	14425	1409
911	14440	1393
912	14457	1377
913	14472	1361
914	14488	1345
915	14503	1330
916	14518	1314
917	14534	1298
918	14549	1282
919	14565	1266
920	14582	1250
921	14598	1234
922	14612	1219
923	14627	1203
924	14643	1187
925	14658	1171
926	14674	1155
927	14688	1139
928	14703	1123
929	14718	1107
930	14735	1092
931	14750	1076
932	14766	1060
933	14782	1044
934	14797	1028
935	14813	1012
936	14828	997
937	14844	981
938	14860	965
939	14875	949
940	14891	933
941	14905	917
942	14921	901
943	14937	886
944	14953	870
945	14968	854
946	14984	838
947	14999	822
948	15015	806
949	15031	791
950	15046	775
951	15062	759
952	15076	743
953	15091	727
954	15109	711
955	15123	696
956	15139	680
957	15154	664
958	15171	648
959	15186	632
960	15201	616
961	15216	601
962	15231	585
963	15247	569
964	15262	553
965	15278	537
966	15294	521
967	15309	506
968	15324	490
969	15340	474
970	15357	458
971	15373	442
972	15388	427
973	15402	411
974	15419	395
975	15435	379
976	15450	363
977	15465	347
978	15481	332
979	15497	316
980	15513	300
981	15528	284
982	15544	268
983	15560	253
984	15576	237
985	15592	221
986	15608	205
987	15624	189
988	15639	173
989	15654	158
990	15671	142
991	15686	126
992	15702	110
993	15718	94
994	15734	79
995	15749	63
996	15765	47
997	15780	31
998	15796	15
999	15812	0
