iter	Logloss
209	0.5188818476
210	0.5186352442
211	0.5185331471
212	0.5184654633
213	0.5183848276
214	0.5182591285
215	0.5181652671
216	0.5180475983
217	0.517862672
218	0.5177755546
219	0.5176621904
220	0.5175397902
221	0.5174341173
222	0.5172411244
223	0.5170850036
224	0.5169315245
225	0.5168367251
226	0.5166950947
227	0.5165828712
228	0.5164931205
229	0.5163717257
230	0.5162336302
231	0.5160807145
232	0.5159385931
233	0.5157581337
234	0.5156142541
235	0.5154703071
236	0.5153391702
237	0.5152222438
238	0.515125384
239	0.5149733716
240	0.5148440807
241	0.5146986389
242	0.5145815365
243	0.514413188
244	0.5142455651
245	0.5141469418
246	0.5140121609
247	0.5138744113
248	0.513751731
249	0.5136357054
250	0.5134886128
251	0.5133580608
252	0.5132272198
253	0.5131254881
254	0.5129786709
255	0.5128739728
256	0.5127611807
257	0.5126267858
258	0.5124766266
259	0.5123547626
260	0.5121429173
261	0.5120059648
262	0.5118777556
263	0.5117128943
264	0.5115953724
265	0.511425514
266	0.5112306835
267	0.5111095318
268	0.5109772842
269	0.5108191959
270	0.5106901186
271	0.5105415994
272	0.5103795824
273	0.5102289113
274	0.5101218984
275	0.5099867365
276	0.5098355368
277	0.5096912884
278	0.5095556175
279	0.5094305011
280	0.5092921224
281	0.5091838219
282	0.5089432032
283	0.5087582061
284	0.5085637194
285	0.508411031
286	0.5082603277
287	0.5081495181
288	0.5080139115
289	0.5078899594
290	0.5077811028
291	0.5076001946
292	0.5074694514
293	0.5073581602
294	0.5072143806
295	0.5070626173
296	0.5069367699
297	0.5067932935
298	0.5066508756
299	0.5065235656
300	0.5063416502
301	0.5062022346
302	0.5060474152
303	0.5059351338
304	0.5058179091
305	0.5056878907
306	0.5055873711
307	0.5054806189
308	0.5053963867
309	0.5052648271
310	0.505109457
311	0.5049656322
312	0.5048263856
313	0.504688175
314	0.5045834156
315	0.5044932574
316	0.5044034795
317	0.5042747747
318	0.5041232467
319	0.5039831929
320	0.5038526984
321	0.5037198203
322	0.5036154777
323	0.5034899549
324	0.5033706445
325	0.5032073659
326	0.5030778101
327	0.5029705061
328	0.5028612163
329	0.5027419188
330	0.5026063424
331	0.5024864701
332	0.5023491064
333	0.5021969098
334	0.5020379975
335	0.5019343566
336	0.5018457329
337	0.5017156313
338	0.5015641035
339	0.5014005169
340	0.5012685036
341	0.5011381634
342	0.500982691
343	0.5008871384
344	0.500703348
345	0.5005878198
346	0.5004738132
347	0.5003361663
348	0.5002106997
349	0.5000767128
350	0.4999398915
351	0.4998286555
352	0.4997378706
353	0.4996263666
354	0.4995015345
355	0.4993636403
356	0.499284194
357	0.499151337
358	0.4990216161
359	0.4988950751
360	0.4987263943
361	0.4986589359
362	0.4985603647
363	0.4984529667
364	0.4982864018
365	0.4981583985
366	0.4980315921
367	0.497897408
368	0.497764574
369	0.4976032921
370	0.4974651955
371	0.497284977
372	0.4971875356
373	0.4970618631
374	0.4969155172
375	0.4967996778
376	0.4966651416
377	0.4965596145
378	0.4964303587
379	0.4963013811
380	0.4961579219
381	0.4960452658
382	0.4959564532
383	0.4958124427
384	0.4957401412
385	0.4956036345
386	0.4954325428
387	0.4952729517
388	0.4951401449
389	0.4950181656
390	0.4949010102
391	0.4947877158
392	0.4946867841
393	0.4945748397
394	0.494451402
395	0.4943040059
396	0.4942100106
397	0.4941062623
398	0.4939705076
399	0.4937967184
400	0.4936959136
401	0.493619949
402	0.4935143622
403	0.4934543718
404	0.4932947469
405	0.4931647037
406	0.4930066774
407	0.4928961452
408	0.4927866032
409	0.4927213116
410	0.4926008899
411	0.492499757
412	0.492335474
413	0.4921810478
414	0.4920703794
415	0.4919292151
416	0.4918451428
417	0.4916993734
418	0.4915848896
419	0.4915195577
420	0.49142748
421	0.4913290881
422	0.4912185925
423	0.4910781162
424	0.4909948664
425	0.4908932196
426	0.4908171339
427	0.4906957515
428	0.490575544
429	0.4904379282
430	0.4903367177
431	0.4902294026
432	0.4900805488
433	0.4899391465
434	0.4897987359
435	0.4896708373
436	0.4895466
437	0.4894232919
438	0.4893077056
439	0.4891660265
440	0.4890565414
441	0.4889253567
442	0.4888373345
443	0.4887557231
444	0.4886072659
445	0.48850792
446	0.4884081846
447	0.4882615258
448	0.4881319534
449	0.4880060464
450	0.4878529498
451	0.4877237068
452	0.4875833507
453	0.4874955084
454	0.4873724787
455	0.4872446907
456	0.4871648181
457	0.4870207183
458	0.4868846116
459	0.4867506147
460	0.4866324578
461	0.4865079906
462	0.4863905331
463	0.4862827422
464	0.4861581454
465	0.4860488856
466	0.4859731701
467	0.4858116262
468	0.4856945021
469	0.4855787483
470	0.4854367984
471	0.4853439461
472	0.4852390658
473	0.4851405141
474	0.484995436
475	0.4848659182
476	0.4847888983
477	0.4846370848
478	0.4845214003
479	0.4844122244
480	0.4842601777
481	0.4841052892
482	0.4840058505
483	0.483881883
484	0.4837624609
485	0.4836938669
486	0.4836229679
487	0.4835066401
488	0.4833813493
489	0.4832520361
490	0.4831395457
491	0.4830216359
492	0.4829108742
493	0.4828036064
494	0.4826422584
495	0.4825054192
496	0.4823699731
497	0.4822535507
498	0.4821358118
499	0.4820167498
500	0.4819424737
501	0.4818452145
502	0.481709069
503	0.4815791095
504	0.4814779766
505	0.4813569556
506	0.4812518916
507	0.4811237927
508	0.4810364719
509	0.4809099681
510	0.4807630993
511	0.4806257299
512	0.4805220402
513	0.4804879671
514	0.4803656984
515	0.4803002937
516	0.4802677963
517	0.4801566417
518	0.4800536707
519	0.4799688995
520	0.479847952
521	0.4797120111
522	0.479609518
523	0.4795014103
524	0.4793466206
525	0.479233093
526	0.4791233931
527	0.4790130895
528	0.4789015671
529	0.4787742958
530	0.4786900283
531	0.4785644642
532	0.478443506
533	0.4783031943
534	0.4782003353
535	0.4780702141
536	0.4779669608
537	0.4778165695
538	0.4776915726
539	0.4775627619
540	0.4774287614
541	0.4773021847
542	0.4771836352
543	0.4770575668
544	0.4769215894
545	0.4767911464
546	0.476688166
547	0.4765448326
548	0.4763995327
549	0.4763014468
550	0.4762174724
551	0.4761043801
552	0.4759780778
553	0.4758809906
554	0.4757548081
555	0.4756023309
556	0.4754443434
557	0.475340076
558	0.4752326217
559	0.4751289185
560	0.4750212185
561	0.4748714113
562	0.4748053885
563	0.4746783131
564	0.4745731518
565	0.4744514261
566	0.474326657
567	0.4742171995
568	0.474115538
569	0.4740063047
570	0.4738913734
571	0.4737755404
572	0.4736992858
573	0.4735536349
574	0.4734404867
575	0.4733265859
576	0.473184038
577	0.4730984177
578	0.472963569
579	0.4728370247
580	0.4727203568
581	0.4726148992
582	0.4725047298
583	0.4723895098
584	0.4722917193
585	0.4721469184
586	0.4720756444
587	0.4719995275
588	0.4718792166
589	0.4717854273
590	0.4716489445
591	0.4715303156
592	0.4714465173
593	0.4713368428
594	0.4712136201
595	0.4711230192
596	0.4710961555
597	0.4709678288
598	0.470854639
599	0.4707312111
600	0.4706396238
601	0.4705369352
602	0.4704444723
603	0.4703353691
604	0.4702038797
605	0.470067889
606	0.4699531698
607	0.4698418475
608	0.469708942
609	0.4695849056
610	0.4695114441
611	0.4694107254
612	0.4693218244
613	0.4692467277
614	0.4691416078
615	0.469034761
616	0.4689286973
617	0.4688361135
618	0.4687249433
619	0.468614523
620	0.468526025
621	0.4684649065
622	0.4683274913
623	0.4682221581
624	0.4681080535
625	0.467994599
626	0.4679092137
627	0.4678276958
628	0.4677239484
629	0.467605387
630	0.4674932225
631	0.467356279
632	0.4672647711
633	0.4671479807
634	0.4670502418
635	0.4669344928
636	0.4668674427
637	0.4667565996
638	0.4666435769
639	0.4665406312
640	0.466436499
641	0.466363315
642	0.4662290037
643	0.4661202074
644	0.4659850065
645	0.4658604871
646	0.4657711494
647	0.4656588353
648	0.4655465116
649	0.4654395999
650	0.465358064
651	0.4652517397
652	0.4651590811
653	0.4650091215
654	0.4648816954
655	0.4647845597
656	0.4646843619
657	0.4645928431
658	0.4645084433
659	0.4644065118
660	0.4643093064
661	0.4642098419
662	0.4641324586
663	0.4640693079
664	0.4639797906
665	0.4638717126
666	0.4637659568
667	0.4636671358
668	0.4636246088
669	0.4635095308
670	0.4633906105
671	0.4632868064
672	0.4631636692
673	0.4630493801
674	0.4629549573
675	0.4627955505
676	0.4626880497
677	0.4625986285
678	0.4624511985
679	0.4623348372
680	0.4621910209
681	0.4621119179
682	0.4620142728
683	0.4619081017
684	0.4617964329
685	0.4616898653
686	0.4615732277
687	0.4614585654
688	0.4613518824
689	0.4612349616
690	0.4611106648
691	0.4610024221
692	0.4608530311
693	0.4607088668
694	0.4606097672
695	0.4604906658
696	0.4603865404
697	0.4602991776
698	0.4601907781
699	0.4601226765
700	0.4600023778
701	0.4598906893
702	0.4597985748
703	0.4597090503
704	0.4596022868
705	0.4595249486
706	0.4594204796
707	0.459331273
708	0.4591955933
709	0.4590832571
710	0.4589786401
711	0.4588763945
712	0.4587980771
713	0.4587328746
714	0.4586343505
715	0.4585223416
716	0.458423662
717	0.458290153
718	0.4581829386
719	0.4580830878
720	0.4580153469
721	0.4579223932
722	0.4578521088
723	0.457731917
724	0.4576429891
725	0.4575239948
726	0.4574230421
727	0.4573409616
728	0.4572590283
729	0.4571759141
730	0.4570645709
731	0.4569600126
732	0.4569300732
733	0.4568339253
734	0.4567350116
735	0.4565829584
736	0.4564431863
737	0.4563371333
738	0.4562489791
739	0.4561780023
740	0.4560578783
741	0.4559694495
742	0.4558859983
743	0.4557964688
744	0.4556850687
745	0.4555848306
746	0.4554994743
747	0.4554112293
748	0.455320287
749	0.4552587835
750	0.4551805212
751	0.4550887504
752	0.4549930887
753	0.454894502
754	0.4548062526
755	0.4547116347
756	0.4546172188
757	0.4545132181
758	0.4544314615
759	0.4543371443
760	0.45424779
761	0.4541408713
762	0.4540668023
763	0.4539715072
764	0.4538847891
765	0.4538276609
766	0.4537281666
767	0.4536702744
768	0.4536040698
769	0.4534810273
770	0.4533704775
771	0.4532757787
772	0.4531504045
773	0.4530592119
774	0.4530097586
775	0.4529199176
776	0.4528299791
777	0.4527304393
778	0.4526658981
779	0.4526277651
780	0.4525313182
781	0.4524193593
782	0.4523628265
783	0.452254183
784	0.4521236508
785	0.4520535998
786	0.4518890815
787	0.4517853771
788	0.4516898038
789	0.4515845825
790	0.4514521302
791	0.4513569692
792	0.4512695729
793	0.4511736694
794	0.4510557989
795	0.4509303737
796	0.4508584754
797	0.4507627873
798	0.4506376796
799	0.4504877652
800	0.450434802
801	0.4503527629
802	0.4502981559
803	0.450212889
804	0.4500999311
805	0.4499961785
806	0.449912784
807	0.4498301856
808	0.4497319944
809	0.4496311067
810	0.4495427138
811	0.4495085157
812	0.449428227
813	0.4493531258
814	0.4492597705
815	0.4491286165
816	0.4490318642
817	0.4489302729
818	0.4488212183
819	0.4487440495
820	0.448674594
821	0.4486050831
822	0.448471815
823	0.4483521013
824	0.4482001896
825	0.4480689944
826	0.4479614985
827	0.4478808794
828	0.4477958148
829	0.447700986
830	0.4475973547
831	0.4475214312
832	0.4474103601
833	0.4473028858
834	0.4472037706
835	0.447071885
836	0.4469711143
837	0.4468309622
838	0.4467425724
839	0.4466394114
840	0.4465106402
841	0.4463927952
842	0.4463204899
843	0.4462331114
844	0.4461441672
845	0.4460116913
846	0.4459697539
847	0.445916417
848	0.4458021429
849	0.4456650336
850	0.4455390156
851	0.4454346301
852	0.445328177
853	0.4451931115
854	0.4451057804
855	0.4449975117
856	0.4448886857
857	0.4447720915
858	0.4446889324
859	0.444610951
860	0.4445447652
861	0.4444386384
862	0.4443348076
863	0.4442470433
864	0.4442264418
865	0.4441406862
866	0.4440071026
867	0.443938197
868	0.4438502868
869	0.4437579523
870	0.4436701697
871	0.4435910654
872	0.4434986866
873	0.4433958313
874	0.443300716
875	0.4431815323
876	0.4430620019
877	0.4429645129
878	0.4428808913
879	0.4427772318
880	0.4427040257
881	0.442608081
882	0.4425157143
883	0.4424440595
884	0.4423915424
885	0.4422870016
886	0.4422243487
887	0.4421047025
888	0.4419945028
889	0.4418910233
890	0.4417578111
891	0.4416399439
892	0.4415529202
893	0.4414421874
894	0.4413129683
895	0.4412065688
896	0.4410701952
897	0.4409678604
898	0.4408736273
899	0.4407733892
900	0.4407176824
901	0.4406665724
902	0.4405690634
903	0.4404499852
904	0.4403428717
905	0.4402749196
906	0.4401822814
907	0.440081238
908	0.4399824566
909	0.4399026603
910	0.4398199694
911	0.4396985896
912	0.4395519133
913	0.4394635005
914	0.4394006502
915	0.4392895415
916	0.4392100475
917	0.4391237123
918	0.4390456154
919	0.4389898578
920	0.4388865289
921	0.4388107379
922	0.4387197074
923	0.4386516336
924	0.4385975667
925	0.4385004679
926	0.4383942003
927	0.4383816226
928	0.4383133918
929	0.438227742
930	0.4381148144
931	0.4380209394
932	0.4379269589
933	0.4378488322
934	0.4377292523
935	0.4376315993
936	0.4375405618
937	0.4374215348
938	0.4373199729
939	0.4372259905
940	0.4371580792
941	0.437075633
942	0.4369792226
943	0.4368575986
944	0.4368146087
945	0.4367606641
946	0.4366627552
947	0.4365667538
948	0.4364697056
949	0.4363621772
950	0.4362520396
951	0.4361387353
952	0.4361309835
953	0.4360441465
954	0.4359207479
955	0.4358430668
956	0.4357731272
957	0.4356782083
958	0.4355881188
959	0.4355069272
960	0.4354324559
961	0.4353139268
962	0.4352104755
963	0.4351457893
964	0.4350634316
965	0.4349754124
966	0.4348831953
967	0.4348276285
968	0.4347207713
969	0.4346170975
970	0.434529771
971	0.4344183589
972	0.4343461465
973	0.4343388813
974	0.4342345864
975	0.4341446342
976	0.4340527199
977	0.4339646792
978	0.4338835285
979	0.4338005765
980	0.4337267735
981	0.4336208273
982	0.4335097246
983	0.4334303665
984	0.433317259
985	0.4331873695
986	0.433102725
987	0.433022683
988	0.4329452861
989	0.4328382935
990	0.432728667
991	0.4326431355
992	0.4325404327
993	0.4324550256
994	0.4323673373
995	0.4322905458
996	0.4321882524
997	0.4321039883
998	0.4320271028
999	0.4319689631
